msoa11cd,total_number_of_collisions_2018_2022,total_number_of_casualties_2018_2022,fatal_casualties_2018_2022,cyclist_casualties_2018_2022,pedestrian_casualties_2018_2022,horse_rider_casualties_2018_2022,car_occupant_casualties_2018_2022,snow_collisions_2018_2022,fog_or_mist_collisions_2018_2022,darkness_collisions_2018_2022,daylight_collisions_2018_2022,summer_collisions_2018_2022
E02003417,127,100,1,19,11,0,12,5,5,27,100,32
E02004459,127,72,1,4,3,0,5,6,6,34,93,41
E02004463,127,66,3,3,8,0,8,5,5,40,87,32
E02005266,127,105,0,12,20,0,4,4,4,42,85,30
E02006389,127,97,2,10,10,1,13,5,5,30,98,30
E02006530,127,53,3,14,11,0,3,6,6,26,102,26
E02000039,126,63,0,5,11,0,13,4,4,32,94,31
E02000173,126,61,1,19,13,0,6,5,5,37,89,29
E02000717,126,132,0,16,26,0,30,4,4,45,81,37
E02000832,126,155,1,54,17,0,29,5,5,41,85,31
E02002228,126,96,3,6,12,1,8,4,4,36,90,33
E02003263,126,162,2,10,13,0,6,7,7,49,77,32
E02003629,126,117,0,12,19,0,8,6,6,30,96,37
E02004502,126,49,0,6,5,0,1,3,3,42,84,40
E02005279,126,97,2,11,9,0,5,9,7,41,85,28
E02005514,126,80,1,3,6,0,10,4,4,36,90,31
E02005566,126,119,4,9,8,0,12,6,7,26,101,39
E02006575,126,115,1,8,8,0,12,5,5,33,94,27
E02000156,125,88,3,15,17,0,8,8,8,31,97,38
E02000197,125,151,0,33,11,0,59,5,5,38,87,36
E02001374,125,93,1,18,26,0,8,5,5,38,87,32
E02001535,125,42,0,1,5,0,3,9,4,38,87,38
E02002478,125,61,1,2,4,0,7,4,4,28,98,25
E02003166,125,120,1,6,19,0,23,7,7,38,88,31
E02003688,125,52,1,11,6,0,8,7,7,37,89,37
E02004608,125,53,1,20,11,0,0,7,7,34,91,40
E02004945,125,74,0,7,6,0,4,6,6,34,91,40
E02005119,125,83,0,5,10,0,11,4,4,33,92,32
E02006450,125,59,0,4,7,0,3,7,5,38,88,29
E02000009,124,177,0,17,18,0,26,6,6,34,90,36
E02000030,124,73,0,4,18,0,7,6,6,40,84,24
E02000087,124,57,0,7,11,0,7,5,5,43,81,31
E02000240,124,141,0,14,33,0,18,6,6,45,79,29
E02000392,124,87,0,28,24,0,14,6,6,44,80,28
E02000918,124,90,0,23,12,0,18,5,5,53,72,34
E02000931,124,76,0,34,16,0,9,5,5,47,78,39
E02000945,124,124,0,20,21,0,49,4,4,39,85,34
E02001649,124,0,1,1,2,0,1,6,6,43,81,23
E02001736,124,103,0,11,19,0,9,7,7,40,84,31
E02001985,124,73,0,2,23,0,4,4,4,42,83,29
E02002177,124,104,0,5,20,0,2,5,5,43,82,25
E02003040,124,82,0,29,14,0,15,5,5,30,94,35
E02003240,124,47,0,2,2,0,8,5,4,37,87,35
E02003647,124,84,0,5,15,0,8,5,5,40,84,32
E02003845,124,102,0,16,15,0,15,5,5,20,104,34
E02004080,124,96,1,15,18,0,12,6,6,38,86,33
E02005038,124,54,1,4,9,0,2,4,4,26,98,33
E02005169,124,82,1,12,13,0,12,4,4,39,85,30
E02005261,124,167,1,14,29,0,16,6,6,41,83,24
E02005472,124,112,2,10,8,0,11,6,6,45,79,37
E02006378,124,90,0,6,12,0,8,5,5,47,77,32
E02006467,124,54,1,11,8,0,4,5,5,36,88,33
E02006508,124,73,4,4,5,0,8,7,7,44,82,30
E02000135,123,142,0,14,29,0,36,6,6,34,89,38
E02000194,123,103,0,22,16,0,19,5,5,34,89,28
E02000521,123,167,0,18,28,0,16,5,5,41,82,24
E02000535,123,115,1,9,24,0,12,5,5,41,82,32
E02000960,123,38,1,9,10,0,6,4,4,31,92,41
E02001360,123,100,1,22,33,0,7,5,5,41,83,30
E02001892,123,0,0,5,18,0,9,6,6,31,92,28
E02002663,123,49,0,14,12,0,3,4,4,34,89,24
E02003274,123,143,2,5,27,0,5,6,6,39,84,19
E02004434,123,96,2,7,7,0,15,6,6,40,85,30
E02004593,123,60,0,6,5,0,6,5,6,41,82,27
E02004595,123,112,1,7,6,0,12,7,7,37,86,38
E02004856,123,42,1,2,5,0,6,4,4,47,76,34
E02005005,123,89,0,9,11,0,5,4,4,35,88,31
E02005029,123,144,0,13,14,0,25,4,4,34,89,31
E02005127,123,77,3,9,9,0,3,7,6,34,90,33
E02005294,123,54,0,5,8,0,7,4,4,29,94,29
E02005298,123,61,1,3,6,0,5,4,4,23,100,37
E02006240,123,78,0,1,5,0,3,5,5,37,86,44
E02006395,123,88,3,9,8,0,8,6,6,37,86,31
E02006503,123,55,0,7,4,1,7,5,5,32,91,35
E02006553,123,98,0,10,14,0,10,5,5,31,92,32
E02000196,122,183,1,18,13,0,86,4,4,52,70,37
E02000200,122,132,0,23,19,0,34,6,5,50,72,31
E02000842,122,73,0,7,9,0,16,5,5,42,80,30
E02000956,122,118,0,27,18,0,38,4,4,40,82,39
E02002689,122,48,1,4,5,0,8,5,4,22,101,43
E02003268,122,167,1,9,19,0,7,6,6,53,70,21
E02003413,122,111,0,14,18,0,8,6,6,33,89,33
E02003422,122,59,5,7,10,0,7,7,7,28,94,38
E02003505,122,91,0,24,26,0,15,5,5,42,80,26
E02003509,122,111,1,26,22,0,22,5,5,32,90,36
E02003898,122,63,1,6,2,0,6,4,5,29,93,39
E02003999,122,72,0,8,7,0,5,5,5,32,90,38
E02004014,122,48,1,4,5,0,0,7,5,34,88,41
E02005447,122,99,2,15,9,1,13,4,4,42,80,30
E02005481,122,124,2,14,19,0,8,6,6,24,98,33
E02005594,122,101,2,32,10,0,7,7,7,38,84,21
E02006386,122,47,0,5,7,0,7,5,5,31,92,19
E02006405,122,121,0,23,8,0,11,7,7,35,88,32
E02006458,122,59,3,16,2,0,6,6,6,36,87,30
E02006535,122,51,0,8,4,0,4,5,5,42,80,34
E02000061,121,94,0,21,22,0,24,5,5,32,89,39
E02000140,121,114,0,4,12,0,15,5,5,37,84,30
E02000189,121,53,0,14,11,0,11,4,4,55,66,32
E02000937,121,62,0,28,17,0,6,5,5,41,81,33
E02001417,121,76,0,13,22,0,10,5,5,35,86,36
E02001877,121,0,0,0,0,0,0,5,5,47,74,27
E02001903,121,102,1,4,20,0,2,4,4,55,66,32
E02001995,121,53,1,6,11,0,2,4,4,30,91,25
E02002239,121,138,1,8,16,1,11,5,5,31,90,36
E02002371,121,143,0,21,24,0,6,5,5,34,87,32
E02002732,121,70,2,11,6,0,1,4,5,35,87,32
E02003293,121,94,1,11,17,0,11,6,6,35,86,39
E02004400,121,92,2,11,8,1,13,7,7,28,94,35
E02004922,121,83,0,9,10,0,10,6,6,28,93,33
E02005122,121,93,5,5,7,0,13,5,7,29,92,25
E02005198,121,76,2,5,20,0,8,5,5,30,92,30
E02005544,121,92,2,13,14,0,11,4,4,31,90,33
E02006332,121,67,0,12,12,0,6,4,4,33,88,33
E02000130,120,103,0,23,16,0,27,5,5,33,88,38
E02000169,120,38,1,10,13,0,0,5,6,35,85,33
E02000188,120,70,0,19,7,0,13,5,5,32,90,33
E02000364,120,107,0,41,17,0,15,5,5,35,86,32
E02000382,120,51,1,16,8,0,11,4,4,38,82,33
E02000785,120,75,0,34,14,0,5,6,6,30,90,33
E02002066,120,95,3,4,20,0,7,4,4,37,83,23
E02002606,120,102,0,10,22,0,16,6,6,29,92,27
E02003107,120,81,1,8,9,0,20,8,7,30,90,30
E02003320,120,106,1,6,14,0,14,3,3,33,87,26
E02003540,120,100,0,26,7,0,10,6,6,35,86,31
E02003726,120,69,3,37,10,0,2,5,5,39,81,36
E02004575,120,100,1,4,7,0,10,7,7,28,94,41
E02004842,120,102,1,8,5,0,12,5,5,34,87,38
E02005835,120,113,1,2,12,0,10,7,7,36,86,27
E02006806,120,87,0,4,6,0,10,5,5,37,83,29
E02000068,119,87,2,4,8,0,12,4,4,28,91,38
E02000115,119,89,0,26,14,0,19,5,5,40,79,31
E02000370,119,95,0,28,17,0,15,4,4,37,83,42
E02000475,119,82,1,13,18,0,5,6,6,20,100,36
E02000500,119,56,3,10,11,0,10,5,5,39,80,28
E02000643,119,136,0,46,20,0,35,5,5,43,76,31
E02000737,119,119,0,18,16,0,22,5,5,46,73,32
E02001553,119,115,2,10,15,0,10,6,6,45,75,25
E02002471,119,88,3,6,7,0,4,6,6,35,85,31
E02002676,119,101,0,33,9,0,6,5,5,44,76,22
E02003108,119,66,0,6,9,0,9,6,6,31,89,37
E02003211,119,54,0,17,6,0,6,5,5,24,96,36
E02003731,119,85,0,36,7,0,5,5,5,18,102,29
E02004579,119,68,2,7,5,0,5,5,5,28,91,36
E02004673,119,47,0,8,6,0,6,3,3,33,86,35
E02005521,119,79,0,2,2,0,11,6,6,29,92,34
E02005827,119,85,0,11,12,0,10,5,5,28,91,37
E02005992,119,87,1,7,8,0,7,6,6,29,91,42
E02006004,119,49,2,7,5,0,3,3,3,30,89,29
E02006453,119,84,1,7,7,0,11,5,5,35,84,29
E02000056,118,74,1,18,16,0,7,6,6,34,85,24
E02000341,118,124,1,13,24,0,26,5,5,37,82,30
E02000602,118,88,1,19,17,0,22,5,5,29,89,33
E02000830,118,131,1,60,14,0,27,5,5,38,80,34
E02000903,118,136,1,24,19,0,17,5,5,30,88,37
E02000904,118,93,0,32,10,0,14,4,4,31,87,34
E02001170,118,32,0,3,6,0,2,6,6,29,91,35
E02001404,118,54,0,12,3,0,7,4,4,33,86,24
E02002723,118,65,1,9,8,0,10,5,5,21,97,34
E02002909,118,105,1,3,7,2,9,8,7,26,92,36
E02003591,118,69,1,8,11,0,13,6,6,30,90,34
E02003593,118,48,2,8,4,0,6,4,4,29,90,35
E02003762,118,55,1,14,3,0,7,5,5,40,79,34
E02005984,118,64,1,7,4,0,10,3,3,22,96,29
E02006348,118,90,0,7,6,0,14,6,6,39,79,27
E02006417,118,48,3,7,1,0,8,4,4,36,82,32
E02000192,117,51,0,12,8,0,13,4,4,34,83,36
E02000556,117,133,0,51,20,0,16,6,6,35,82,37
E02000873,117,114,0,39,17,0,20,5,5,45,72,30
E02001688,117,52,0,9,9,0,4,4,4,25,92,28
E02002005,117,104,1,4,20,0,12,6,5,33,85,30
E02002377,117,101,0,9,24,0,5,4,4,45,72,34
E02002414,117,68,2,11,17,0,4,4,4,28,89,32
E02002592,117,43,0,5,5,0,7,4,4,31,86,28
E02002600,117,83,0,23,11,0,8,6,6,25,93,30
E02002749,117,97,0,9,13,0,5,6,7,30,87,39
E02003768,117,71,1,13,3,1,7,6,6,27,90,38
E02004517,117,76,1,6,8,0,8,5,5,25,93,34
E02005109,117,60,0,4,4,0,4,4,4,35,82,39
E02005470,117,118,1,17,11,0,15,6,6,43,75,30
E02005492,117,97,1,5,5,0,11,6,5,32,85,33
E02005495,117,149,1,14,20,0,10,6,6,30,88,38
E02005614,117,51,4,1,4,0,3,4,4,37,80,22
E02005904,117,70,1,10,4,0,5,6,6,32,85,34
E02006280,117,64,1,7,2,0,3,5,6,33,84,40
E02000022,116,129,1,4,23,0,8,6,5,28,89,26
E02000105,116,140,1,7,23,0,36,5,5,41,75,30
