msoa11cd,total_number_of_collisions_2018_2022,total_number_of_casualties_2018_2022,fatal_casualties_2018_2022,cyclist_casualties_2018_2022,pedestrian_casualties_2018_2022,horse_rider_casualties_2018_2022,car_occupant_casualties_2018_2022,snow_collisions_2018_2022,fog_or_mist_collisions_2018_2022,darkness_collisions_2018_2022,daylight_collisions_2018_2022,summer_collisions_2018_2022
E02003667,16,61,0,6,6,0,8,6,6,9,11,6
E02003718,16,23,0,1,4,0,5,4,4,5,13,5
E02003844,16,27,0,2,5,0,4,4,4,4,15,6
E02003847,16,47,1,6,7,0,6,7,7,7,14,9
E02003855,16,33,0,6,4,0,3,5,5,7,12,5
E02004153,16,57,1,9,3,0,14,5,5,5,13,6
E02004242,16,41,0,12,1,0,4,4,4,4,14,7
E02004341,16,38,0,4,3,0,3,6,6,7,12,6
E02004414,16,49,0,3,5,0,8,4,4,6,10,4
E02004477,16,45,0,4,6,0,5,4,4,5,14,5
E02004548,16,78,0,2,6,0,10,5,5,10,9,8
E02004649,16,47,0,10,5,0,3,4,4,5,13,4
E02004740,16,43,0,14,2,0,5,5,5,6,11,7
E02004843,16,47,0,1,3,0,5,4,4,5,13,4
E02004871,16,30,0,1,3,0,4,3,3,3,15,4
E02005556,16,63,4,7,8,0,4,5,5,7,11,5
E02005937,16,42,1,8,3,0,8,5,5,7,10,5
E02005974,16,32,0,4,5,0,0,4,4,4,14,7
E02005982,16,29,0,8,4,0,5,4,4,6,12,5
E02006158,16,36,0,4,3,0,5,6,6,9,10,8
E02006171,16,29,1,2,2,0,4,6,6,6,12,6
E02006203,16,29,0,2,5,0,5,4,4,6,11,6
E02006206,16,41,0,3,4,0,5,5,5,7,12,6
E02006207,16,23,1,2,1,0,2,4,4,4,14,6
E02006752,16,36,0,5,4,0,4,4,4,4,13,7
W02000210,16,29,1,3,2,0,7,4,4,7,10,5
W02000262,16,30,2,3,6,0,1,4,4,7,11,6
W02000372,16,0,2,3,2,0,3,5,5,6,12,5
W02000383,16,23,0,4,4,0,2,5,5,6,12,5
E02001190,15,34,1,6,4,0,4,4,4,6,11,6
E02001210,15,33,1,3,4,0,3,5,5,6,11,5
E02001257,15,46,0,1,2,0,6,6,6,6,13,6
E02001265,15,36,0,7,7,0,5,5,5,9,9,6
E02001277,15,41,1,2,6,0,4,5,5,7,12,6
E02001314,15,39,1,2,3,0,7,5,5,6,12,8
E02001353,15,51,0,8,6,0,0,5,5,6,13,5
E02001426,15,27,0,2,5,0,2,4,4,8,9,5
E02001581,15,49,2,2,6,0,4,4,4,5,11,5
E02002041,15,31,0,3,3,0,0,4,4,5,12,4
E02002575,15,54,0,7,10,0,6,5,5,6,13,7
E02002584,15,33,2,2,3,0,3,5,5,5,13,5
E02002928,15,29,2,2,2,0,0,4,4,4,11,4
E02002974,15,17,0,1,1,0,2,4,4,6,12,6
E02003464,15,67,2,4,2,0,8,4,4,7,10,7
E02003808,15,40,0,9,7,0,3,4,4,5,12,5
E02003818,15,18,0,3,5,0,0,4,4,5,13,4
E02004641,15,29,0,10,1,0,3,5,5,7,11,5
E02004915,15,54,1,3,7,0,5,4,4,5,12,4
E02004925,15,35,0,4,5,0,1,5,5,5,13,6
E02004952,15,48,0,3,4,1,8,5,5,7,12,5
E02005374,15,19,0,2,2,0,0,4,4,7,10,5
E02005724,15,33,0,5,9,0,1,4,4,4,13,4
E02005918,15,32,2,3,3,0,4,4,4,4,15,5
E02006085,15,57,2,2,5,0,3,4,4,7,10,7
E02006127,15,48,1,2,4,0,5,4,4,5,12,4
E02006422,15,43,1,3,2,0,6,4,4,7,9,4
E02006615,15,65,0,5,2,0,9,4,4,7,9,5
E02006780,15,54,0,2,6,0,5,4,4,5,12,7
E02006830,15,84,0,13,8,0,10,4,4,6,11,5
W02000229,15,24,1,1,6,0,3,4,4,4,13,6
W02000259,15,31,1,1,6,0,2,4,4,7,9,6
W02000349,15,42,0,3,8,0,5,6,6,7,12,7
W02000362,15,17,0,1,1,0,0,4,4,7,8,5
W02000377,15,34,0,7,3,0,4,4,4,5,12,8
E02001028,14,25,1,1,3,0,3,5,5,5,11,5
E02001104,14,39,2,0,8,0,3,4,4,6,9,5
E02001118,14,19,0,2,5,0,3,4,4,6,10,7
E02001288,14,48,1,4,8,0,6,5,5,7,9,6
E02001698,14,28,0,1,2,0,2,5,5,6,12,5
E02001742,14,20,0,4,3,0,0,4,4,4,13,4
E02002090,14,47,0,4,3,0,1,4,4,6,9,5
E02002137,14,24,0,1,2,0,3,4,4,5,11,4
E02002342,14,32,1,5,7,0,6,4,4,4,13,5
E02002418,14,59,0,4,7,0,7,5,5,10,7,5
E02002545,14,20,1,4,1,0,2,4,4,4,12,4
E02002989,14,32,0,6,5,0,0,4,4,4,14,6
E02002998,14,25,0,6,3,0,3,4,4,4,13,6
E02003850,14,34,0,5,1,0,6,4,4,6,11,4
E02004424,14,38,0,4,6,0,1,5,5,6,11,5
E02004461,14,37,0,6,2,0,4,4,4,7,7,5
E02004613,14,22,0,6,2,0,2,4,4,5,12,7
E02004924,14,31,0,7,3,0,1,5,5,6,11,5
E02005375,14,33,0,5,1,0,4,5,5,6,11,8
E02005638,14,36,0,1,1,0,1,5,5,6,12,6
E02005981,14,34,0,6,7,0,6,6,6,7,11,6
E02006087,14,44,0,3,2,0,2,4,4,6,10,4
E02006178,14,36,0,4,1,0,3,5,5,8,8,6
E02006367,14,38,0,1,2,0,4,4,4,6,10,4
W02000044,14,0,0,0,0,0,0,3,3,3,13,4
W02000084,14,0,0,2,1,0,0,4,4,5,11,5
W02000204,14,0,0,2,1,0,1,5,5,8,10,5
W02000234,14,35,2,3,2,0,1,7,7,7,13,8
W02000337,14,34,0,3,1,0,3,4,4,4,13,7
W02000374,14,23,0,2,4,0,4,4,4,5,11,5
E02001018,13,37,0,6,7,0,2,5,5,5,10,7
E02001101,13,24,0,4,5,0,2,4,4,6,9,4
E02001203,13,18,0,4,3,0,1,4,4,4,11,4
E02001244,13,32,1,4,6,0,5,4,4,7,9,4
E02001258,13,37,0,4,5,0,5,5,5,6,10,5
E02001971,13,40,0,5,4,0,1,4,4,4,13,4
E02002104,13,22,0,3,5,0,0,4,4,7,8,5
E02002311,13,41,0,1,6,0,9,4,4,4,12,6
E02002353,13,40,3,11,3,0,4,4,4,4,12,4
E02002527,13,25,0,0,6,0,3,3,3,5,10,5
E02002614,13,31,0,2,5,0,2,4,4,4,10,5
E02002975,13,26,0,1,2,0,1,5,5,6,10,5
E02002999,13,25,1,4,4,0,4,4,4,4,11,4
E02003096,13,43,0,9,0,0,5,4,4,5,10,4
E02003139,13,59,0,7,7,0,8,4,4,5,10,5
E02003297,13,42,0,0,4,0,6,5,5,5,13,6
E02003649,13,48,0,2,8,0,3,4,4,4,10,5
E02003876,13,48,0,4,4,0,9,4,4,5,10,7
E02004602,13,49,0,14,2,0,7,4,4,7,9,4
E02004803,13,52,1,7,7,0,11,5,5,5,12,7
E02004827,13,37,0,6,2,0,3,5,5,7,9,5
E02005389,13,34,0,3,3,1,1,4,4,4,11,4
E02005690,13,24,1,1,0,0,4,4,4,7,8,5
E02005713,13,32,2,0,5,0,2,4,4,4,10,5
E02005862,13,43,2,7,5,1,5,5,5,5,12,7
E02005970,13,33,0,6,4,0,3,4,4,6,8,4
E02006123,13,35,0,2,0,0,7,4,4,6,9,6
E02006223,13,32,1,3,4,0,3,5,5,7,10,5
E02006686,13,41,0,8,6,0,5,3,3,3,11,3
E02006751,13,30,0,2,1,0,3,4,4,6,9,5
W02000233,13,25,0,1,3,0,1,4,4,7,7,4
W02000331,13,32,1,1,3,0,5,5,5,7,9,6
E02001024,12,40,0,7,5,0,3,5,5,6,9,6
E02001133,12,31,0,5,1,0,1,4,4,5,10,4
E02001223,12,24,0,7,2,0,2,5,5,6,10,5
E02001306,12,36,0,7,3,0,6,5,5,6,8,5
E02001345,12,21,0,1,5,0,1,4,4,4,10,4
E02001626,12,0,0,1,1,0,0,4,4,4,11,6
E02001638,12,26,0,9,5,0,1,4,4,6,7,5
E02002346,12,36,2,4,8,0,2,4,4,7,7,5
E02002524,12,24,0,0,2,0,1,4,4,5,10,5
E02002553,12,32,0,2,2,0,5,3,3,7,5,3
E02002773,12,35,0,9,4,0,4,4,4,5,8,6
E02002934,12,26,0,2,2,0,4,4,4,5,10,5
E02003073,12,27,1,6,2,0,6,5,5,5,11,5
E02003359,12,43,1,4,2,0,8,5,5,7,8,5
E02003641,12,28,1,1,1,0,2,4,4,5,9,4
E02003678,12,28,2,5,5,0,1,4,4,6,8,5
E02003709,12,49,0,2,7,0,4,4,4,6,8,5
E02004680,12,48,2,4,4,0,4,4,4,6,8,4
E02004892,12,40,2,5,5,0,3,4,4,4,9,5
E02005357,12,51,2,4,7,0,10,4,4,5,9,5
E02005416,12,34,0,3,5,0,4,6,6,6,10,6
E02005922,12,67,0,12,4,0,6,5,5,8,8,6
E02006006,12,40,2,9,3,0,4,4,4,5,8,4
E02006524,12,40,0,9,2,0,3,4,4,5,10,6
E02006735,12,45,1,7,5,0,6,4,4,4,11,5
E02001215,11,11,0,2,2,0,3,4,4,4,8,4
E02001220,11,34,0,5,7,0,1,4,4,7,6,5
E02001231,11,35,1,5,4,0,3,4,4,5,9,6
E02001762,11,26,0,0,6,0,2,4,4,5,7,4
E02002028,11,26,0,1,4,0,4,4,4,5,9,4
E02002330,11,30,1,5,2,0,4,5,5,5,9,6
E02002406,11,42,0,7,2,0,6,5,5,6,8,5
E02002864,11,27,0,4,0,0,3,4,4,5,8,5
E02002971,11,22,2,3,2,0,0,4,4,4,9,5
E02002986,11,43,0,5,8,0,5,3,3,3,9,5
E02003011,11,49,0,2,7,0,6,3,3,4,7,5
E02004062,11,35,0,3,6,0,7,6,6,7,9,7
E02004504,11,51,1,4,2,0,5,6,6,6,11,6
E02005957,11,59,2,7,6,0,8,4,4,5,9,4
E02006019,11,31,1,3,2,0,7,4,4,4,8,6
E02006725,11,31,1,5,1,0,1,4,4,6,8,5
W02000187,11,25,0,3,4,0,3,4,4,5,8,5
W02000196,11,21,0,3,5,0,2,4,4,6,7,4
W02000334,11,15,1,1,1,0,2,4,4,4,11,5
W02000393,11,34,0,6,3,0,10,4,4,6,7,5
E02000607,10,53,0,20,7,0,7,4,4,6,6,4
E02000800,10,37,0,8,4,1,11,3,3,3,7,5
E02001098,10,33,1,3,5,0,4,4,4,4,9,4
E02001218,10,24,1,2,2,0,5,4,4,7,6,5
E02001227,10,21,0,7,3,0,1,4,4,5,7,4
E02001303,10,50,0,6,6,0,4,5,5,5,8,6
E02001344,10,33,0,2,4,0,2,4,4,6,7,6
E02001827,10,32,0,3,1,0,2,4,4,4,7,4
E02002023,10,35,2,2,4,0,4,4,4,6,7,4
E02002027,10,31,0,0,4,0,6,4,4,4,8,4
E02002960,10,30,0,3,1,0,4,4,4,9,5,4
E02003371,10,18,0,2,3,0,3,4,4,5,8,4
E02003704,10,22,0,1,4,0,2,4,4,6,6,5
E02004554,10,64,0,7,4,0,12,5,5,6,9,7
E02004858,10,20,0,4,4,0,1,3,3,4,7,5
E02004864,10,27,1,6,5,0,1,4,4,4,9,4
E02004984,10,48,0,3,3,0,4,4,4,5,7,4
E02005362,10,33,2,4,4,0,2,4,4,5,8,4
E02005364,10,23,2,1,2,0,1,3,3,4,8,4
E02005714,10,23,0,1,1,0,1,4,4,4,9,5
W02000168,10,30,0,3,4,0,6,4,4,4,9,6
E02002082,9,54,0,5,9,0,4,4,4,4,7,4
E02002533,9,42,0,5,4,0,2,3,3,4,7,4
E02002948,9,44,1,2,4,0,3,5,5,5,8,6
E02003374,9,23,1,6,3,0,1,4,4,4,9,4
E02003761,9,31,2,5,4,0,3,4,4,4,7,5
E02004143,9,28,0,1,2,0,5,4,4,4,7,6
E02004499,9,46,1,5,6,0,6,5,5,6,7,6
E02004645,9,44,0,14,3,0,7,6,6,6,8,8
E02005348,9,25,1,4,3,1,6,4,4,4,8,4
S02001292,9,0,0,0,0,0,0,9,9,9,9,9
S02001301,9,0,0,0,0,0,0,9,9,9,9,9
S02001306,9,0,0,0,0,0,0,9,9,9,9,9
S02001339,9,0,0,0,0,0,0,9,9,9,9,9
S02001403,9,0,0,0,0,0,0,9,9,9,9,9
S02001462,9,0,0,0,0,0,0,9,9,9,9,9
S02001463,9,0,0,0,0,0,0,9,9,9,9,9
S02001558,9,0,0,0,0,0,0,9,9,9,9,9
S02001845,9,0,0,0,0,0,0,9,9,9,9,9
S02001914,9,0,0,0,0,0,0,9,9,9,9,9
S02002005,9,0,0,0,0,0,0,9,9,9,9,9
S02002024,9,0,0,0,0,0,0,9,9,9,9,9
S02002047,9,0,0,0,0,0,0,9,9,9,9,9
S02002048,9,0,0,0,0,0,0,9,9,9,9,9
S02002062,9,0,0,0,0,0,0,9,9,9,9,9
S02002138,9,0,0,0,0,0,0,9,9,9,9,9
S02002145,9,0,0,0,0,0,0,9,9,9,9,9
S02002169,9,0,0,0,0,0,0,9,9,9,9,9
S02002198,9,0,0,0,0,0,0,9,9,9,9,9
S02002279,9,0,0,0,0,0,0,9,9,9,9,9
S02002283,9,0,0,0,0,0,0,9,9,9,9,9
S02002403,9,0,0,0,0,0,0,9,9,9,9,9
S02002474,9,0,0,0,0,0,0,9,9,9,9,9
S02002476,9,0,0,0,0,0,0,9,9,9,9,9
S02002500,9,0,0,0,0,0,0,9,9,9,9,9
S02002504,9,0,0,0,0,0,0,9,9,9,9,9
S02002505,9,0,0,0,0,0,0,9,9,9,9,9
W02000333,9,0,1,0,4,0,0,5,5,5,8,6
W02000368,9,26,0,1,5,0,4,4,4,4,9,5
E02003066,8,35,0,8,1,1,4,4,4,4,8,5
E02004860,8,66,0,4,6,0,9,4,4,5,6,4
E02006142,8,17,0,0,1,0,5,3,3,4,6,4
S02001238,8,0,0,0,0,0,0,8,8,8,8,8
S02001261,8,0,0,0,0,0,0,8,8,8,8,8
S02001263,8,0,0,0,0,0,0,8,8,8,8,8
S02001268,8,0,0,0,0,0,0,8,8,8,8,8
S02001303,8,0,0,0,0,0,0,8,8,8,8,8
S02001336,8,0,0,0,0,0,0,8,8,8,8,8
S02001338,8,0,0,0,0,0,0,8,8,8,8,8
S02001344,8,0,0,0,0,0,0,8,8,8,8,8
S02001345,8,0,0,0,0,0,0,8,8,8,8,8
S02001363,8,0,0,0,0,0,0,8,8,8,8,8
S02001368,8,0,0,0,0,0,0,8,8,8,8,8
S02001371,8,0,0,0,0,0,0,8,8,8,8,8
S02001387,8,0,0,0,0,0,0,8,8,8,8,8
S02001398,8,0,0,0,0,0,0,8,8,8,8,8
S02001412,8,0,0,0,0,0,0,8,8,8,8,8
S02001414,8,0,0,0,0,0,0,8,8,8,8,8
S02001423,8,0,0,0,0,0,0,8,8,8,8,8
S02001442,8,0,0,0,0,0,0,8,8,8,8,8
S02001461,8,0,0,0,0,0,0,8,8,8,8,8
S02001474,8,0,0,0,0,0,0,8,8,8,8,8
S02001481,8,0,0,0,0,0,0,8,8,8,8,8
S02001499,8,0,0,0,0,0,0,8,8,8,8,8
S02001503,8,0,0,0,0,0,0,8,8,8,8,8
S02001520,8,0,0,0,0,0,0,8,8,8,8,8
S02001542,8,0,0,0,0,0,0,8,8,8,8,8
S02001543,8,0,0,0,0,0,0,8,8,8,8,8
S02001544,8,0,0,0,0,0,0,8,8,8,8,8
S02001556,8,0,0,0,0,0,0,8,8,8,8,8
S02001562,8,0,0,0,0,0,0,8,8,8,8,8
S02001564,8,0,0,0,0,0,0,8,8,8,8,8
S02001568,8,0,0,0,0,0,0,8,8,8,8,8
S02001576,8,0,0,0,0,0,0,8,8,8,8,8
S02001587,8,0,0,0,0,0,0,8,8,8,8,8
S02001598,8,0,0,0,0,0,0,8,8,8,8,8
S02001609,8,0,0,0,0,0,0,8,8,8,8,8
S02001615,8,0,0,0,0,0,0,8,8,8,8,8
S02001619,8,0,0,0,0,0,0,8,8,8,8,8
S02001621,8,0,0,0,0,0,0,8,8,8,8,8
S02001730,8,0,0,0,0,0,0,8,8,8,8,8
S02001750,8,0,0,0,0,0,0,8,8,8,8,8
S02001776,8,0,0,0,0,0,0,8,8,8,8,8
S02001855,8,0,0,0,0,0,0,8,8,8,8,8
S02001889,8,0,0,0,0,0,0,8,8,8,8,8
S02001896,8,0,0,0,0,0,0,8,8,8,8,8
S02001908,8,0,0,0,0,0,0,8,8,8,8,8
S02001918,8,0,0,0,0,0,0,8,8,8,8,8
S02001937,8,0,0,0,0,0,0,8,8,8,8,8
S02001939,8,0,0,0,0,0,0,8,8,8,8,8
S02001941,8,0,0,0,0,0,0,8,8,8,8,8
S02001971,8,0,0,0,0,0,0,8,8,8,8,8
S02001980,8,0,0,0,0,0,0,8,8,8,8,8
S02001991,8,0,0,0,0,0,0,8,8,8,8,8
S02002018,8,0,0,0,0,0,0,8,8,8,8,8
S02002020,8,0,0,0,0,0,0,8,8,8,8,8
S02002036,8,0,0,0,0,0,0,8,8,8,8,8
S02002040,8,0,0,0,0,0,0,8,8,8,8,8
S02002043,8,0,0,0,0,0,0,8,8,8,8,8
S02002046,8,0,0,0,0,0,0,8,8,8,8,8
S02002077,8,0,0,0,0,0,0,8,8,8,8,8
S02002095,8,0,0,0,0,0,0,8,8,8,8,8
S02002119,8,0,0,0,0,0,0,8,8,8,8,8
S02002142,8,0,0,0,0,0,0,8,8,8,8,8
S02002149,8,0,0,0,0,0,0,8,8,8,8,8
S02002160,8,0,0,0,0,0,0,8,8,8,8,8
S02002171,8,0,0,0,0,0,0,8,8,8,8,8
S02002187,8,0,0,0,0,0,0,8,8,8,8,8
S02002190,8,0,0,0,0,0,0,8,8,8,8,8
S02002210,8,0,0,0,0,0,0,8,8,8,8,8
S02002234,8,0,0,0,0,0,0,8,8,8,8,8
S02002235,8,0,0,0,0,0,0,8,8,8,8,8
S02002274,8,0,0,0,0,0,0,8,8,8,8,8
S02002281,8,0,0,0,0,0,0,8,8,8,8,8
S02002335,8,0,0,0,0,0,0,8,8,8,8,8
S02002351,8,0,0,0,0,0,0,8,8,8,8,8
S02002376,8,0,0,0,0,0,0,8,8,8,8,8
S02002388,8,0,0,0,0,0,0,8,8,8,8,8
S02002407,8,0,0,0,0,0,0,8,8,8,8,8
S02002436,8,0,0,0,0,0,0,8,8,8,8,8
S02002471,8,0,0,0,0,0,0,8,8,8,8,8
S02002472,8,0,0,0,0,0,0,8,8,8,8,8
S02002484,8,0,0,0,0,0,0,8,8,8,8,8
S02002489,8,0,0,0,0,0,0,8,8,8,8,8
S02002494,8,0,0,0,0,0,0,8,8,8,8,8
S02002497,8,0,0,0,0,0,0,8,8,8,8,8
S02002501,8,0,0,0,0,0,0,8,8,8,8,8
S02002507,8,0,0,0,0,0,0,8,8,8,8,8
S02002512,8,0,0,0,0,0,0,8,8,8,8,8
E02001023,7,26,1,3,8,0,3,4,4,4,5,4
E02001131,7,27,0,2,2,0,1,4,4,5,5,4
E02002984,7,12,1,1,1,0,3,4,4,4,7,5
E02005663,7,16,1,0,1,0,2,4,4,4,6,5
E02006155,7,21,1,0,0,0,5,4,4,4,7,4
E02006219,7,34,0,3,0,0,6,5,5,5,7,5
E02006858,7,72,2,6,3,0,6,4,4,4,6,4
S02001236,7,0,0,0,0,0,0,7,7,7,7,7
S02001246,7,0,0,0,0,0,0,7,7,7,7,7
S02001248,7,0,0,0,0,0,0,7,7,7,7,7
S02001251,7,0,0,0,0,0,0,7,7,7,7,7
S02001257,7,0,0,0,0,0,0,7,7,7,7,7
S02001269,7,0,0,0,0,0,0,7,7,7,7,7
S02001270,7,0,0,0,0,0,0,7,7,7,7,7
S02001273,7,0,0,0,0,0,0,7,7,7,7,7
S02001278,7,0,0,0,0,0,0,7,7,7,7,7
S02001281,7,0,0,0,0,0,0,7,7,7,7,7
S02001286,7,0,0,0,0,0,0,7,7,7,7,7
S02001289,7,0,0,0,0,0,0,7,7,7,7,7
S02001291,7,0,0,0,0,0,0,7,7,7,7,7
S02001304,7,0,0,0,0,0,0,7,7,7,7,7
S02001305,7,0,0,0,0,0,0,7,7,7,7,7
S02001313,7,0,0,0,0,0,0,7,7,7,7,7
S02001314,7,0,0,0,0,0,0,7,7,7,7,7
S02001316,7,0,0,0,0,0,0,7,7,7,7,7
S02001330,7,0,0,0,0,0,0,7,7,7,7,7
S02001333,7,0,0,0,0,0,0,7,7,7,7,7
S02001347,7,0,0,0,0,0,0,7,7,7,7,7
S02001348,7,0,0,0,0,0,0,7,7,7,7,7
S02001349,7,0,0,0,0,0,0,7,7,7,7,7
S02001351,7,0,0,0,0,0,0,7,7,7,7,7
S02001354,7,0,0,0,0,0,0,7,7,7,7,7
S02001355,7,0,0,0,0,0,0,7,7,7,7,7
S02001357,7,0,0,0,0,0,0,7,7,7,7,7
S02001373,7,0,0,0,0,0,0,7,7,7,7,7
S02001380,7,0,0,0,0,0,0,7,7,7,7,7
S02001382,7,0,0,0,0,0,0,7,7,7,7,7
S02001385,7,0,0,0,0,0,0,7,7,7,7,7
S02001386,7,0,0,0,0,0,0,7,7,7,7,7
S02001389,7,0,0,0,0,0,0,7,7,7,7,7
S02001396,7,0,0,0,0,0,0,7,7,7,7,7
S02001401,7,0,0,0,0,0,0,7,7,7,7,7
S02001411,7,0,0,0,0,0,0,7,7,7,7,7
S02001419,7,0,0,0,0,0,0,7,7,7,7,7
S02001445,7,0,0,0,0,0,0,7,7,7,7,7
S02001449,7,0,0,0,0,0,0,7,7,7,7,7
S02001452,7,0,0,0,0,0,0,7,7,7,7,7
S02001464,7,0,0,0,0,0,0,7,7,7,7,7
S02001467,7,0,0,0,0,0,0,7,7,7,7,7
S02001473,7,0,0,0,0,0,0,7,7,7,7,7
S02001478,7,0,0,0,0,0,0,7,7,7,7,7
S02001483,7,0,0,0,0,0,0,7,7,7,7,7
S02001486,7,0,0,0,0,0,0,7,7,7,7,7
S02001492,7,0,0,0,0,0,0,7,7,7,7,7
S02001501,7,0,0,0,0,0,0,7,7,7,7,7
S02001519,7,0,0,0,0,0,0,7,7,7,7,7
S02001524,7,0,0,0,0,0,0,7,7,7,7,7
S02001534,7,0,0,0,0,0,0,7,7,7,7,7
S02001535,7,0,0,0,0,0,0,7,7,7,7,7
S02001540,7,0,0,0,0,0,0,7,7,7,7,7
S02001546,7,0,0,0,0,0,0,7,7,7,7,7
S02001553,7,0,0,0,0,0,0,7,7,7,7,7
S02001561,7,0,0,0,0,0,0,7,7,7,7,7
S02001565,7,0,0,0,0,0,0,7,7,7,7,7
S02001572,7,0,0,0,0,0,0,7,7,7,7,7
S02001612,7,0,0,0,0,0,0,7,7,7,7,7
S02001614,7,0,0,0,0,0,0,7,7,7,7,7
S02001617,7,0,0,0,0,0,0,7,7,7,7,7
S02001620,7,0,0,0,0,0,0,7,7,7,7,7
S02001626,7,0,0,0,0,0,0,7,7,7,7,7
S02001642,7,0,0,0,0,0,0,7,7,7,7,7
S02001643,7,0,0,0,0,0,0,7,7,7,7,7
S02001647,7,0,0,0,0,0,0,7,7,7,7,7
S02001658,7,0,0,0,0,0,0,7,7,7,7,7
S02001660,7,0,0,0,0,0,0,7,7,7,7,7
S02001664,7,0,0,0,0,0,0,7,7,7,7,7
S02001667,7,0,0,0,0,0,0,7,7,7,7,7
S02001675,7,0,0,0,0,0,0,7,7,7,7,7
S02001677,7,0,0,0,0,0,0,7,7,7,7,7
S02001679,7,0,0,0,0,0,0,7,7,7,7,7
S02001805,7,0,0,0,0,0,0,7,7,7,7,7
S02001813,7,0,0,0,0,0,0,7,7,7,7,7
S02001821,7,0,0,0,0,0,0,7,7,7,7,7
S02001844,7,0,0,0,0,0,0,7,7,7,7,7
S02001848,7,0,0,0,0,0,0,7,7,7,7,7
S02001849,7,0,0,0,0,0,0,7,7,7,7,7
S02001852,7,0,0,0,0,0,0,7,7,7,7,7
S02001853,7,0,0,0,0,0,0,7,7,7,7,7
S02001856,7,0,0,0,0,0,0,7,7,7,7,7
S02001858,7,0,0,0,0,0,0,7,7,7,7,7
S02001865,7,0,0,0,0,0,0,7,7,7,7,7
S02001868,7,0,0,0,0,0,0,7,7,7,7,7
S02001869,7,0,0,0,0,0,0,7,7,7,7,7
S02001876,7,0,0,0,0,0,0,7,7,7,7,7
S02001881,7,0,0,0,0,0,0,7,7,7,7,7
S02001883,7,0,0,0,0,0,0,7,7,7,7,7
S02001888,7,0,0,0,0,0,0,7,7,7,7,7
S02001894,7,0,0,0,0,0,0,7,7,7,7,7
S02001915,7,0,0,0,0,0,0,7,7,7,7,7
S02001916,7,0,0,0,0,0,0,7,7,7,7,7
S02001917,7,0,0,0,0,0,0,7,7,7,7,7
S02001932,7,0,0,0,0,0,0,7,7,7,7,7
S02001936,7,0,0,0,0,0,0,7,7,7,7,7
S02001942,7,0,0,0,0,0,0,7,7,7,7,7
S02001952,7,0,0,0,0,0,0,7,7,7,7,7
S02001953,7,0,0,0,0,0,0,7,7,7,7,7
S02001958,7,0,0,0,0,0,0,7,7,7,7,7
S02001972,7,0,0,0,0,0,0,7,7,7,7,7
S02001981,7,0,0,0,0,0,0,7,7,7,7,7
S02001987,7,0,0,0,0,0,0,7,7,7,7,7
S02001994,7,0,0,0,0,0,0,7,7,7,7,7
S02002017,7,0,0,0,0,0,0,7,7,7,7,7
S02002030,7,0,0,0,0,0,0,7,7,7,7,7
S02002032,7,0,0,0,0,0,0,7,7,7,7,7
S02002041,7,0,0,0,0,0,0,7,7,7,7,7
S02002042,7,0,0,0,0,0,0,7,7,7,7,7
S02002049,7,0,0,0,0,0,0,7,7,7,7,7
S02002050,7,0,0,0,0,0,0,7,7,7,7,7
S02002060,7,0,0,0,0,0,0,7,7,7,7,7
S02002061,7,0,0,0,0,0,0,7,7,7,7,7
S02002067,7,0,0,0,0,0,0,7,7,7,7,7
S02002097,7,0,0,0,0,0,0,7,7,7,7,7
S02002104,7,0,0,0,0,0,0,7,7,7,7,7
S02002128,7,0,0,0,0,0,0,7,7,7,7,7
S02002141,7,0,0,0,0,0,0,7,7,7,7,7
S02002154,7,0,0,0,0,0,0,7,7,7,7,7
S02002159,7,0,0,0,0,0,0,7,7,7,7,7
S02002161,7,0,0,0,0,0,0,7,7,7,7,7
S02002162,7,0,0,0,0,0,0,7,7,7,7,7
S02002166,7,0,0,0,0,0,0,7,7,7,7,7
S02002167,7,0,0,0,0,0,0,7,7,7,7,7
S02002168,7,0,0,0,0,0,0,7,7,7,7,7
S02002170,7,0,0,0,0,0,0,7,7,7,7,7
S02002174,7,0,0,0,0,0,0,7,7,7,7,7
S02002178,7,0,0,0,0,0,0,7,7,7,7,7
S02002185,7,0,0,0,0,0,0,7,7,7,7,7
S02002186,7,0,0,0,0,0,0,7,7,7,7,7
S02002192,7,0,0,0,0,0,0,7,7,7,7,7
S02002231,7,0,0,0,0,0,0,7,7,7,7,7
S02002241,7,0,0,0,0,0,0,7,7,7,7,7
S02002249,7,0,0,0,0,0,0,7,7,7,7,7
S02002250,7,0,0,0,0,0,0,7,7,7,7,7
S02002251,7,0,0,0,0,0,0,7,7,7,7,7
S02002263,7,0,0,0,0,0,0,7,7,7,7,7
S02002265,7,0,0,0,0,0,0,7,7,7,7,7
S02002266,7,0,0,0,0,0,0,7,7,7,7,7
S02002267,7,0,0,0,0,0,0,7,7,7,7,7
S02002271,7,0,0,0,0,0,0,7,7,7,7,7
S02002275,7,0,0,0,0,0,0,7,7,7,7,7
S02002277,7,0,0,0,0,0,0,7,7,7,7,7
S02002284,7,0,0,0,0,0,0,7,7,7,7,7
S02002285,7,0,0,0,0,0,0,7,7,7,7,7
S02002291,7,0,0,0,0,0,0,7,7,7,7,7
S02002292,7,0,0,0,0,0,0,7,7,7,7,7
S02002295,7,0,0,0,0,0,0,7,7,7,7,7
S02002301,7,0,0,0,0,0,0,7,7,7,7,7
